1aro,L,P
4m6h,A,B
5j72,A,A
3d6n,A,B
4bjh,A,B
1ie7,C,C
4ubp,C,B
4z42,C,A
4l5p,A,B
4r7w,A,B
4nq3,A,B
4bin,A,A
4wh5,A,B
4mgr,A,B
4n0b,A,B
6m4n,A,C
6m4o,T,E
5h7d,A,A
4m0j,A,B
4kxk,A,C
5usr,A,B
5kz5,1,D
5wkp,A,D
6pd1,A,A
4lw4,A,C
3lvj,A,C
4zcc,A,D
6vyp,K,A
4zcd,A,A
4kum,A,A
6nsj,A,B
1wsc,A,B
4nh2,A,D
2guw,B,B
1t8r,A,B
7ev9,B,B
4phz,B,C
4pi0,B,A
4r1l,A,A
3tsy,A,A
5ja1,A,B
5d6j,A,B
5ja2,A,A
4pyh,A,A
4pv4,A,B
1jaw,A,A
1k1w,A,A
1k1x,A,A
4ui9,A,O
5a31,A,A
6tnt,L,N
5g05,L,H
5g04,D,O
6q6g,D,U
6q6h,D,U
4rg6,S,A
4rg9,S,A
6tlj,N,S
4yii,A,U
5lcw,N,B
4rg7,A,B
2c2l,A,A
4kbq,A,C
5dse,A,B
4i9c,A,A
2q7f,A,A
5bpw,A,A
6tm5,I,N
5gxh,A,A
3jb9,U,i
3fmp,C,B
7apk,c,c
3ewe,A,D
4n14,A,A
7kyx,A,A
3hym,A,B
4p39,B,C
5b4p,B,A
4tsl,A,B
5n6y,C,A
4mqe,A,B
1jdp,A,H
5kca,A,A
6jfy,C,C
4pe5,B,B
4xoi,B,D
4o60,A,A
4k5b,A,D
5aq8,A,A
7a1n,B,A
6moe,A,D
2p2c,R,F
1ikn,D,A
5czy,A,A
6jmt,A,A
7mxi,E,B
2v4h,C,A
7e8i,K,B
3q9n,C,A
6c9k,A,A
6dmw,C,E
5uqe,A,B
1awc,B,A
6emk,G,C
4bep,A,A
6ndz,B,A
6qep,A,A
5lel,A,C
4hrn,A,D
5oyj,A,D
5knh,D,I
4ydy,A,I
4bsz,B,A
6s9s,F,A
2f8x,K,M
6rz3,B,A
6aun,A,A
5mbl,B,A
5cec,B,A
4hrl,A,C
7n2b,A,A
6v9h,C,C
6aei,A,A
5itz,F,B
6mwq,A,A
6mzf,b,Y
6fes,A,A
4mo4,A,B
1anw,A,A
5lpu,A,C
5j67,A,A
5j68,A,A
4wis,A,B
6p46,A,A
6hmj,A,B
4akk,A,A
1sd5,A,A
5oo7,A,B
5ahv,F,E
4pks,A,A
1k90,A,B
7bvd,A,B
4pen,A,A
1i1q,A,B
2bx9,A,B
2zp8,E,A
5ht0,A,B
1ile,A,A
4qrd,A,A
1ivs,A,A
1qu2,A,A
5h4v,A,B
1j09,A,A
1irx,A,A
4mvw,A,B
1p5u,B,C
1p5v,B,A
1z9s,B,A
4u2w,B,A
6gs3,A,B
2wj9,A,B
5ubm,I,A
4mo1,A,A
4llz,A,A
4ejx,D,A
6wxr,A,B
4m10,A,A
6wxu,A,A
5btu,A,B
5gn7,A,B
3igm,A,B
4i5t,A,B
1z6t,A,A
5hws,A,B
4ol9,A,A
1bg6,A,A
4xgv,A,C
5lgg,A,A
1jpp,C,A
1deb,A,B
4yjl,A,D
6p2a,A,B
3aqj,A,A
7eu4,A,B
4naw,A,B
5dfz,D,D
5jy7,I,B
4u94,A,A
5a63,C,B
6l4o,A,B
1l6l,1,2
5hx5,A,B
6nil,A,B
5hx4,B,A
5w45,A,B
6x91,A,A
6dvu,A,B
4ogq,C,C
1tkw,B,A
1vf5,C,G
6rqf,C,E
4pv1,C,H
2d2c,P,N
1q90,A,D
7lf7,K,H
1av1,A,B
2yg2,A,B
6itu,B,A
2fk3,A,C
4pwq,A,A
4rd9,A,B
4yn0,B,A
1jnr,B,A
1jnz,B,B
2fja,B,C
4rfv,A,B
1x6v,A,A
1xjq,A,A
6ro0,B,D
1bcp,B,B
1s18,A,B
4pfh,A,B
7bvr,A,B
5hmq,A,A
4lql,A,B
4r1o,A,A
7bvc,A,B
6x0o,A,A
7bve,A,A
5u93,A,B
3kmi,A,B
5bs6,A,A
6z6f,A,B
6z6h,A,C
6z6p,L,L
1arq,A,B
1mnt,A,A
5u9l,A,B
5ly5,A,A
4n2p,A,B
5o4u,A,B
6ytu,A,B
7bto,D,E
7btr,B,D
6sna,A,K
6i89,A,A
5izh,A,B
6klc,A,A
4zjf,A,B
6s9j,D,C
4o6h,A,D
3mwp,A,A
7ckl,A,B
4dcn,A,C
4v0m,A,B
5ee5,B,A
2a5d,A,B
3pcr,B,A
4q66,C,A
1j2j,A,B
1ksg,A,B
1r4a,A,E
4c0a,D,B
2w83,A,C
3vhx,A,B
6ii6,C,A
6bbp,A,A
6h5b,A,B
1m2o,B,A
6gni,B,A
2qtv,B,D
6fae,B,A
3bh6,A,B
6zga,C,E
5u4j,w,v
1i49,A,B
3fm8,C,B
4q3p,A,B
1j1z,A,B
1vra,A,B
5vm9,A,C
4kxt,A,A
4ola,A,A
4olb,A,A
4w5n,A,A
3c9a,A,B
3n2o,A,B
3nzp,A,B
1b4a,A,D
1f9n,A,A
3gdz,A,D
4oby,A,A
1iq0,A,A
7b5l,H,C
5tte,B,B
7b5m,H,R
5eq2,A,B
5eq3,A,A
4ljx,A,B
5ceh,A,A
6l87,A,A
4zi2,C,A
4mz5,E,E
1qz7,A,B
3sl9,E,C
3ifq,A,C
1wa5,B,C
1jdh,A,B
4u2x,D,A
4uad,A,E
5mfd,G,H
4rzp,A,A
6wx8,A,B
3tx7,A,B
3tpo,A,A
1luj,A,B
2c1m,A,B
5tbk,A,K
1z1b,A,B
5j0n,F,N
3rmp,A,C
6ha7,C,C
5f13,A,B
2jdq,B,D
2w3c,A,A
5a8j,A,A
1z01,B,D
4nb8,A,A
6w17,F,H
3gd1,E,I
6f7j,B,A
1ihu,A,A
3igf,A,A
6so5,A,D
3sjd,A,E
4pwx,A,E
3f0i,A,B
1z3e,A,B
6ghb,A,B
3kgk,A,B
6hxr,A,A
1p65,A,B
4p04,A,B
4p05,A,A
5wku,A,B
4ntw,A,B
4ntx,A,C
5guq,A,D
5f4y,A,B
4rrp,M,N
3aad,B,A
5zba,B,A
2i32,A,E
5c3i,A,D
1jr5,A,B
6k4y,I,F
5ulm,A,A
4mx2,A,A
1aos,A,A
5fca,A,B
11as,A,B
4pcq,A,B
4un1,A,B
1jgt,A,A
1q15,A,A
1m1z,A,A
1dp5,A,B
1f34,A,B
6i3f,B,A
5vae,A,C
6lnw,A,B
6oyc,A,C
4r8k,A,B
1ihd,A,A
2d6f,A,A
4o0c,A,B
1ge7,A,B
5hxx,A,B
5jz8,A,B
4p7w,A,A
1aw8,A,B
4cs0,A,B
2dc1,A,B
1j5p,A,A
1jfl,A,B
4rgh,A,B
1nc7,A,B
5zjk,A,B
6ht9,A,B
7aq1,A,A
1ynf,A,B
4mri,A,B
5j69,A,A
5ewn,A,B
5kou,A,B
3ts3,A,B
6hgc,C,A
6cga,B,A
2ffs,A,B
5xv4,F,N
4yk8,A,B
6gma,A,B
6sur,I,J
4p1w,C,F
5jhf,C,B
4hpq,A,B
3t7g,A,B
3vx7,A,B
4waa,A,B
4xc2,A,E
2z0d,B,A
3w1y,A,C
5yec,B,A
6wqz,A,B
5im3,B,B
4r1r,A,A
4x3v,A,A
5cns,A,F
6no0,A,B
1jkj,B,D
4xx0,B,A
3ln7,A,A
3df7,A,A
3vot,A,A
4xyl,B,D
7lgn,A,B
4xym,B,A
4rf6,A,A
4q2r,A,A
4tsf,G,G
4tt3,G,A
4xd7,G,A
5t4o,G,H
4yxw,G,H
5ara,G,I
5dn6,G,Z
4z1m,G,H
6j54,8,a
6j5a,8,i
6tt7,Q,P
6j5i,8,b
6j5j,8,d
5t4p,K,I
6b2z,M,S
6za9,N,O
6b8h,a,f
6cp3,X,8
6zbb,a,f
4q4l,A,A
5bn3,A,A
5y5y,B,G
5jji,A,A
6xas,A,G
4nph,A,A
5bw9,D,I
5are,C,S
3j9v,V,O
5tj5,B,A
4rnd,A,B
6ziq,e,g
6yy0,h,F
4res,E,G
4ret,E,C
4xe5,G,B
4o0m,A,A
5jwo,A,B
5hci,A,B
5o5o,A,C
1wy5,A,B
5ztb,A,D
1ni5,A,A
1cff,B,A
6cp6,6,Z
5vox,c,b
4i5v,A,A
4a7k,A,A
2jcd,A,B
6vpl,A,B
4ng2,A,B
4y15,A,C
2q0o,A,C
6wn0,A,B
2qom,A,B
3kvn,A,A
1lr5,A,D
4ldu,A,A
4nj6,A,D
2p1n,C,B
1ij8,A,B
2nud,A,B
4fpr,A,B
4bjm,A,B
4bjn,A,A
2qkw,A,B
3tl8,B,A
6nzo,S,E
6px3,S,C
5fdf,A,B
1oa8,A,B
3utm,C,B
6sav,A,A
1bvn,T,P
5ed1,A,D
6vff,B,B
6n91,A,B
3lgd,A,A
1w1i,E,B
2otk,E,C
5h75,A,A
5djt,B,A
3s1k,A,V
4bxl,A,C
1k50,A,B
4q37,A,B
1k7y,A,A
1xrs,B,A
4xc6,A,A
6h9e,A,B
1k98,A,A
4r3u,C,A
2i2x,B,A
6wte,A,A
5c8d,H,D
5z62,N,A
2az0,A,B
4p71,A,A
7by6,B,B
4p72,B,D
3l4g,F,L
5jja,A,B
6voy,E,D
6z2y,C,A
3hlk,A,B
3k2i,A,A
6p8o,A,B
6grj,A,B
6i2m,A,A
3zmr,A,B
4zmh,A,A
1tzb,A,B
6wi6,A,B
4rgd,A,B
6sif,A,E
6ria,1,2
4m01,A,B
3vsm,A,A
5xea,A,A
6ea6,C,D
5xki,A,B
4ye7,A,B
5lcb,A,E
5he8,A,B
2hcb,A,B
4m4w,K,A
5x06,E,A
1ihf,A,B
6s3l,F,K
6f2d,F,G
7bin,F,K
6r69,F,A
7a1d,A,B
3sql,A,B
4l2m,A,B
4us5,A,B
4pqk,B,B
6gsz,A,A
6i60,A,B
2okx,A,A
4qi1,A,B
5jje,A,B
1pp0,A,B
5w7l,A,B
6ghd,A,C
6rpr,D,G
1oqe,K,A
5aqg,B,F
1m4z,A,B
4wxx,A,A
5z8l,A,A
1zbx,A,B
4yoc,A,C
1bhm,A,B
4ky9,A,A
3bk6,A,B
4w7z,A,B
6up6,A,B
6pqk,B,D
1ay7,B,A
4jp7,A,B
4nsw,A,B
2rai,A,B
2raj,A,A
1r30,A,B
6nq8,A,C
4pzf,A,D
6vbu,0,8
6vbv,5,9
6vnw,G,I
6voa,B,B
4mjt,A,B
6icz,K,L
5mqf,K,I
7c4h,A,B
4llh,A,B
4mp2,A,A
5h8z,A,C
6m32,E,D
6fbx,A,B
4qvf,A,B
6tzc,B,C
4ppi,A,A
2a5y,A,B
1ty4,A,C
2jm6,B,A
5uul,A,B
6hjl,A,C
5fcg,A,C
4mi8,A,B
3twi,A,B
4uf3,B,A
1oqd,K,A
6z4u,A,B
7lgo,A,B
7jtl,A,B
7kg3,A,A
6j11,A,B
5i08,A,A
5w9h,p,p
5x59,A,B
6acg,C,D
6xdc,A,B
1k1f,A,B
1zc6,A,B
4p00,B,B
4q3k,A,B
7bft,A,A
6mly,A,A
5lup,A,B
4hi6,A,B
1mi1,A,B
1t77,A,A
4yk2,A,B
5zd4,A,B
4rdq,A,B
7jyz,B,A
6v4x,H,I
6q55,A,A
6i1d,A,A
4kz3,A,B
1ei5,A,A
2qmi,A,A
3c4o,A,B
2xep,A,A
5v6c,A,B
3o44,A,A
1xez,A,A
2p64,A,B
5ifp,A,A
5ift,A,A
5ihr,A,A
3l4f,A,B
4lnj,A,B
6i33,A,A
5w6f,A,B
4mr0,B,A
5zkw,A,B
1ifv,A,B
5wu7,A,A
3zi5,A,D
2c1l,A,A
1sj5,A,B
4ttg,A,B
5a1a,A,A
1jz5,D,D
1jyn,A,A
4u29,A,A
4rqw,A,B
4rs9,A,B
4ytd,A,B
4qve,B,A
5n40,A,A
4qra,A,B
4qr7,A,A
2yn3,A,A
2zwk,A,E
2zqk,A,A
4fd0,A,A
6hhu,A,G
3pe9,A,D
2f68,X,X
3irp,X,X
4mbo,A,A
7a1i,A,C
1lc0,A,A
6l8u,A,B
4nam,A,A
5fr3,A,A
4qsh,A,B
4mv1,A,A
3va7,A,A
6ybp,G,G
5ks8,A,E
4tko,B,B
5flg,A,B
4dve,B,C
4lgu,A,B
6b5b,A,F
5yud,A,C
1nw9,A,B
2pop,B,A
1g73,C,A
3m0a,D,C
3t6p,A,A
2pgg,A,A
2pus,A,A
2df7,A,B
6si6,A,B
2gef,A,B
5zmu,A,B
6v5a,A,A
4ad9,A,A
3l5q,5,E
6kwy,c,c
5ynx,A,B
2lo0,A,B
6w72,A,B
3gfx,A,A
4liw,A,B
4nwn,A,B
5szg,A,B
2vog,B,A
4pev,A,C
2j5d,A,B
4xe9,A,A
4q6k,A,A
2ber,A,A
1kit,A,A
4sli,A,A
6mrx,B,C
1mr5,A,A
5uam,A,B
2bw2,A,A
4pug,A,B
2mma,B,A
4ezu,B,A
7a2d,A,A
5fim,A,A
6c0f,s,p
6em3,B,n
6cb1,s,G
2kdd,A,B
4lo8,B,F
4lo7,C,A
1k9b,A,A
1df9,C,B
5iet,A,B
5ta0,A,A
6cvl,A,E
7ahd,A,A
2onk,C,E
3b77,A,B
2ejf,A,C
4op0,A,A
3a7a,A,B
4tvw,A,A
3bfm,A,A
5e7t,G,H
3u6x,S,T
4div,A,B
2auh,B,A
5xnc,A,B
5hlt,A,B
3s1s,A,A
2gak,A,B
6ej7,A,A
1miu,A,A
1iyj,B,A
1mje,A,A
1n0w,B,A
5cw3,A,C
5cw4,A,A
4ofb,A,A
2nte,A,A
7nfc,M,B
7nfe,J,B
6hm5,A,A
6l30,A,A
7lsy,X,F
7lt3,X,X
6wh1,A,B
5ecg,C,B
2nnu,B,A
6h3c,C,E
6cnb,R,S
6cnc,R,P
6cnd,R,R
2yad,A,B
5wxl,A,C
5z1g,B,A
5z3g,O,Z
5o9e,A,B
5jpq,c,x
4xd9,A,B
5cru,A,B
6kp3,A,B
6bn7,C,B
4n3w,A,A
5t35,A,D
6bn8,C,B
1js9,A,B
6mzc,K,E
7edx,H,I
4wv4,B,A
6l0v,A,G
3bhw,A,B
5oqj,1,1
6nmi,C,B
5oqm,1,1
7k01,1,6
6o9l,1,Q
1knv,A,B
5mkd,A,B
5dz8,A,B
4pkf,B,A
4pkc,C,A
2x7a,A,B
2ixs,A,A
2fez,A,A
2ff4,A,A
6w66,C,B
4yy8,A,A
4zgc,B,A
5td6,A,B
2d5r,B,A
2mph,A,A
6tvn,C,D
1uty,A,B
2hyi,D,D
2j0q,I,B
2j0s,T,C
5z58,Z,Z
